;sexo;tipo_de_emprendimiento;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;idea_negocio;línea_credito
9205;masculino;comercio;robledo;3;7;2017-10-13;5000000.0;cafe internet;microempresarial
9206;masculino;comercio;castilla;3;5;2016-11-25;6894000.0;bares;microempresarial
9207;femenino;industria;san javier no.1;3;13;2018-06-08;7000000.0;fabrica;microempresarial
9208;masculino;servicio;belalcazar;3;5;2018-05-24;7800000.0;recreativo educativo;microempresarial
9209;femenino;servicio;villa hermosa;1;8;2017-03-16;5000000.0;cafe internet;microempresarial
9210;masculino;comercio;aranjuez;3;4;2018-08-13;7812000.0;distribuidora;microempresarial
9211;masculino;comercio;alfonso lopez;2;5;2017-05-15;3000000.0;comidas rapidas;microempresarial
9212;masculino;servicio;los mangos;2;8;2018-03-06;7800000.0;tienda;microempresarial
9213;femenino;comercio;la milagrosa;2;9;2018-02-07;1500000.0;comidas rapidas;microempresarial
9214;femenino;comercio;robledo;3;7;2018-03-23;7800000.0;fabrica;microempresarial
9215;femenino;industria;andalucia;2;2;2018-04-25;5000000.0;fabrica;microempresarial
9216;masculino;servicio;castilla;3;5;2017-04-05;6000000.0;miscelanea;microempresarial
9217;masculino;comercio;popular;2;1;2017-09-21;7300000.0;variedades;microempresarial
9218;femenino;comercio;campo valdes no. 1;3;4;2018-05-25;7800000.0;variedades;microempresarial
9219;femenino;comercio;popular;1;1;2018-06-14;5000000.0;distribuidora;microempresarial
9220;femenino;industria;robledo;2;7;2016-12-16;4000000.0;fabrica;microempresarial
9221;femenino;comercio;loreto;3;9;2018-06-08;3500000.0;almacen ropa;microempresarial
9222;femenino;comercio;villa niza;2;2;2017-10-13;6000000.0;tienda;microempresarial
9223;masculino;comercio;robledo;2;7;2018-10-24;6000000.0;fabrica velas;microempresarial
9224;femenino;servicio;santo domingo savio ;2;1;2016-06-29;5000000.0;peluqueria;microempresarial
9225;masculino;servicio;belen;3;16;2018-01-19;7800000.0;variedades;microempresarial
9226;femenino;industria;manrique central no. 1;2;4;2018-09-27;7800000.0;fabrica;microempresarial
9227;femenino;comercio;manrique central no. 2;3;3;2017-08-03;7000000.0;variedades;microempresarial
9228;masculino;servicio;santa elena central;1;90;2016-05-18;6000000.0;cafeteria;microempresarial
9229;masculino;servicio;manrique oriental;2;3;2017-10-11;1200000.0;mantenimiento;microempresarial
9230;femenino;comercio;doce de octubre no.1;2;6;2019-05-16;5250000.0;restaurante;microempresarial
9231;femenino;industria;castilla;3;5;2016-06-14;5000000.0;fabrica;microempresarial
9232;femenino;comercio;manrique central no. 1;1;4;2016-10-20;6890000.0;variedades;microempresarial
9233;femenino;servicio;robledo;2;7;2019-03-07;8000000.0;peluqueria;microempresarial
9234;femenino;industria;el socorro;2;13;2017-05-05;4000000.0;fabrica;microempresarial
9235;masculino;comercio;santo domingo savio ;1;1;2019-06-05;4000000.0;fabrica;microempresarial
9236;masculino;industria;la milagrosa;3;9;2018-08-08;4000000.0;fabrica;microempresarial
9237;femenino;industria;manrique central no. 1;1;4;2018-01-24;6500000.0;fabrica;microempresarial
9238;femenino;comercio;popular;1;1;2018-10-26;4500000.0;variedades;microempresarial
9239;masculino;comercio;cabecera san antonio ;2;80;2018-05-21;3000000.0;legumbreria;microempresarial
9240;femenino;comercio;pedregal;3;6;2017-04-25;6894000.0;bares;microempresarial
9241;femenino;servicio;castilla;3;5;2017-10-11;6000000.0;peluqueria;microempresarial
9242;femenino;industria;playon de los ;1;2;2017-06-27;6000000.0;fabrica;microempresarial
9243;masculino;comercio;miranda;2;4;2018-10-18;7812000.0;variedades;microempresarial
9244;femenino;servicio;campo valdes no. 2;2;3;2017-07-26;7300000.0;mantenimiento;microempresarial
9245;masculino;servicio;alfonso lopez;3;5;2018-01-15;7800000.0;papeleria;microempresarial
9246;femenino;comercio;manrique central no. 2;3;3;2019-04-05;8200000.0;miscelanea;microempresarial
9247;femenino;comercio;castilla;3;5;2018-04-20;7000000.0;variedades;microempresarial
9248;masculino;comercio;las violetas;2;16;2019-02-04;2500000.0;panaderia;microempresarial
9249;femenino;comercio;popular;2;1;2018-01-29;7000000.0;fabrica alimentos;microempresarial
9250;femenino;comercio;calasanz parte alta;2;12;2017-07-31;5000000.0;tienda;microempresarial
9251;femenino;comercio;barrio caicedo;2;9;2018-08-17;7800000.0;variedades;microempresarial
9252;masculino;servicio;miranda;2;4;2016-09-07;6000000.0;cafe internet;microempresarial
9253;femenino;servicio;manrique oriental;2;3;2018-09-05;1000000.0;productos belleza;microempresarial
9254;femenino;comercio;barrio caicedo;2;9;2018-05-21;5000000.0;comidas rapidas;microempresarial
9255;femenino;comercio;buenos aires;3;9;2016-03-16;6000000.0;tienda;microempresarial
9256;masculino;comercio;popular;2;1;2018-09-14;2500000.0;marqueteria;microempresarial
9259;femenino;industria;buenos aires;3;9;2016-09-19;5000000.0;fabrica;microempresarial
9260;masculino;comercio;villa hermosa;2;8;2018-04-09;5000000.0;comidas rapidas;microempresarial
9262;femenino;servicio;san javier no.1;3;13;2018-03-05;7800000.0;peluqueria;microempresarial
9263;masculino;comercio;boston;3;10;2017-04-25;6890000.0;almacen ropa;microempresarial
9265;femenino;comercio;santo domingo savio ;2;1;2016-11-22;3000000.0;licorera;microempresarial
9266;femenino;comercio;manrique central no. 1;2;4;2018-01-25;5000000.0;ferreteria;microempresarial
9267;masculino;comercio;cabecera san antonio ;3;80;2018-04-24;5000000.0;publicidad;microempresarial
9268;masculino;industria;santander;2;6;2017-05-23;7000000.0;fabrica calzado;microempresarial
9269;femenino;industria;santa ines;1;3;2017-03-27;7377000.0;fabrica colchones;microempresarial
9270;femenino;comercio;robledo;2;7;2017-12-18;3000000.0;licorera;microempresarial
9271;masculino;servicio;cordoba;3;7;2017-06-21;7300000.0;variedades;microempresarial
9272;masculino;servicio;el salvador;3;9;2017-02-21;7377000.0;peluqueria;microempresarial
9273;masculino;servicio;buenos aires;2;9;2017-03-28;7000000.0;mantenimiento;microempresarial
9274;femenino;industria;santo domingo savio ;1;1;2017-02-14;2500000.0;fabrica;microempresarial
9275;femenino;comercio;castilla;3;5;2017-09-07;7300000.0;variedades;microempresarial
9276;femenino;servicio;moravia;2;4;2017-08-03;7300000.0;comidas rapidas;microempresarial
9277;masculino;comercio;boston;3;10;2017-06-01;6800000.0;comidas rapidas;microempresarial
9278;femenino;comercio;buenos aires;3;9;2018-05-04;7800000.0;comidas rapidas;microempresarial
9280;femenino;comercio;pedregal;3;6;2017-06-06;7000000.0;miscelanea;microempresarial
9282;femenino;industria;san javier no.1;2;13;2018-02-21;6000000.0;fabrica;microempresarial
9283;masculino;servicio;barrio caicedo;2;9;2017-05-22;5000000.0;taller mecanica;microempresarial
9284;femenino;comercio;aranjuez;3;4;2018-04-06;7000000.0;almacen ropa;microempresarial
9286;femenino;agropecuaria;san javier no.1;2;13;2017-09-08;7000000.0;criadero animales;microempresarial
9287;masculino;servicio;cabecera san antonio ;2;80;2018-09-27;7000000.0;variedades;microempresarial
9288;masculino;servicio;villatina;2;8;2017-08-08;7377000.0;restaurante;microempresarial
9289;masculino;industria;cabecera san antonio ;2;80;2017-05-03;7300000.0;fabrica;microempresarial
9290;masculino;comercio;santa lucia;3;12;2017-08-24;22000000.0;variedades;juridica
9291;femenino;comercio;manrique central no. 1;2;4;2016-12-07;6890000.0;tienda helados;microempresarial
9292;masculino;comercio;la libertad;1;8;2016-09-23;6890000.0;legumbreria;microempresarial
9293;masculino;industria;manrique central no. 1;3;4;2017-07-07;7000000.0;fabrica calzado;microempresarial
9294;masculino;comercio;san pablo;2;1;2019-02-13;8200000.0;cafeteria;microempresarial
9295;masculino;agropecuaria;robledo;3;7;2017-10-25;7377000.0;distribuidora;microempresarial
9296;femenino;comercio;robledo;1;7;2018-04-03;2000000.0;tienda;microempresarial
9297;femenino;servicio;manrique oriental;1;3;2018-06-18;5000000.0;peluqueria;microempresarial
9298;femenino;industria;doce de octubre no.1;2;6;2018-06-05;7800000.0;fabrica;microempresarial
9299;femenino;industria;jardin botanico;1;4;2019-02-04;7800000.0;fabrica colchones;microempresarial
9300;femenino;comercio;moravia;2;4;2017-02-07;7000000.0;restaurante;microempresarial
9301;femenino;comercio;manrique oriental;1;3;2018-05-10;5000000.0;comidas rapidas;microempresarial
9302;femenino;industria;san diego;2;10;2017-09-27;5000000.0;fabrica;microempresarial
9303;femenino;industria;robledo;2;7;2016-02-15;6000000.0;fabrica arepas;microempresarial
9304;femenino;industria;manrique oriental;2;3;2018-04-19;3000000.0;fabrica;microempresarial
9305;femenino;industria;campo valdes no. 1;2;4;2017-03-09;3500000.0;fabrica;microempresarial
9306;masculino;comercio;manrique central no. 1;2;4;2018-05-11;7800000.0;comidas rapidas;microempresarial
9307;masculino;comercio;andalucia;2;2;2017-05-30;73777000.0;comidas rapidas;microempresarial
9308;femenino;comercio;belen;2;16;2017-10-10;5000000.0;comidas rapidas;microempresarial
9309;femenino;servicio;san javier no.1;3;13;2018-08-01;7600000.0;peluqueria;microempresarial
9310;masculino;industria;santa cruz;2;2;2017-02-23;7340000.0;fabrica calzado;microempresarial
9311;masculino;servicio;doce de octubre no.1;1;6;2018-05-04;7000000.0;mantenimiento;microempresarial
9314;femenino;servicio;buenos aires;3;9;2018-06-07;6000000.0;peluqueria;microempresarial
9315;femenino;industria;cabecera san antonio ;3;80;2017-04-18;7300000.0;fabrica;microempresarial
9316;femenino;servicio;manrique central no. 2;2;3;2017-05-09;5000000.0;gimnasio;microempresarial
9317;femenino;comercio;pedregal;1;6;2018-11-06;4000000.0;variedades;microempresarial
9318;masculino;comercio;robledo;1;7;2017-11-10;7000000.0;variedades;microempresarial
9319;femenino;comercio;robledo;2;7;2016-06-28;2000000.0;joyeria;microempresarial
9320;masculino;industria;doce de octubre no.1;1;6;2017-10-04;7377000.0;fabrica;microempresarial
9321;femenino;comercio;belen;2;16;2016-11-01;4500000.0;papeleria;microempresarial
9322;femenino;comercio;san javier no.1;2;13;2018-11-13;7800000.0;papeleria;microempresarial
9323;femenino;industria;santa elena central;2;60;2018-11-21;3000000.0;fabrica;microempresarial
9324;masculino;comercio;santa cruz;2;2;2016-09-05;6000000.0;variedades;microempresarial
9325;femenino;industria;cabecera san cristobal;3;60;2017-10-03;7000000.0;fabrica;microempresarial
9327;masculino;industria;el diamante;2;7;2018-03-22;7800000.0;deposito;microempresarial
9328;femenino;industria;san javier no.1;3;13;2018-05-30;7800000.0;papeleria;microempresarial
9329;masculino;industria;llanaditas;2;8;2017-06-01;5000000.0;fabrica alimentos;microempresarial
9330;femenino;comercio;castilla;3;5;2017-09-29;5000000.0;variedades;microempresarial
9331;femenino;comercio;andalucia;2;2;2018-04-04;7800000.0;variedades;microempresarial
9332;femenino;comercio;santa cruz;2;2;2018-06-15;4000000.0;comidas rapidas;microempresarial
9333;masculino;comercio;san javier no.1;3;13;2018-06-18;7140000.0;comidas rapidas;microempresarial
9335;femenino;comercio;belen;3;16;2017-05-19;4000000.0;restaurante;microempresarial
9336;femenino;servicio;robledo;2;7;2017-12-06;7300000.0;mantenimiento;microempresarial
9337;femenino;servicio;cabecera san cristobal;3;60;2016-08-22;5000000.0;comidas rapidas;microempresarial
9338;femenino;industria;manrique central no. 1;3;4;2017-11-07;5000000.0;fabrica;microempresarial
9341;femenino;comercio;san javier no.1;1;13;2017-05-08;3000000.0;restaurante;microempresarial
9343;femenino;comercio;llanaditas;2;8;2016-08-19;6890000.0;comidas rapidas;microempresarial
9344;femenino;comercio;robledo;1;7;2017-05-08;7000000.0;tienda;microempresarial
9345;femenino;comercio;santa cruz;2;2;2017-11-17;4500000.0;variedades;microempresarial
9346;femenino;comercio;belen;3;16;2018-03-21;5000000.0;tienda;microempresarial
9347;femenino;servicio;popular;1;1;2019-04-24;6000000.0;cafe internet;microempresarial
9349;femenino;comercio;picachito;2;6;2018-10-25;7800000.0;productos belleza;microempresarial
9350;femenino;industria;belen;2;16;2017-09-22;6000000.0;fabrica;microempresarial
9351;femenino;comercio;manrique central no. 1;3;4;2017-09-18;3000000.0;comidas rapidas;microempresarial
9352;femenino;agropecuaria;santa elena central;1;90;2017-04-20;7000000.0;sembrados;agropecuaria
9353;femenino;servicio;playon de los ;1;2;2016-08-05;6800000.0;almacen ropa;microempresarial
9354;femenino;servicio;robledo;1;7;2017-11-21;7377000.0;peluqueria;microempresarial
9355;femenino;servicio;popular;2;1;2019-02-13;3500000.0;variedades;microempresarial
9356;masculino;servicio;aranjuez;3;4;2018-05-24;7000000.0;barberia;microempresarial
9357;masculino;comercio;moscu no. 1;2;2;2018-01-24;4000000.0;comidas rapidas;microempresarial
9358;femenino;industria;popular;2;1;2018-07-24;4000000.0;fabrica;microempresarial
9359;femenino;industria;belen;2;16;2019-04-01;4000000.0;fabrica;microempresarial
9360;masculino;comercio;villa niza;1;2;2017-07-10;7370000.0;fabrica helados;microempresarial
9361;masculino;comercio;altavista;3;16;2018-01-30;5800000.0;variedades;microempresarial
9362;masculino;industria;manrique central no. 1;2;4;2017-03-30;6000000.0;fabrica calzado;microempresarial
9363;femenino;comercio;cabecera san cristobal;2;60;2017-06-15;7300000.0;tienda;microempresarial
9364;masculino;comercio;castilla;2;5;2017-02-08;2000000.0;charcuteria;microempresarial
9365;femenino;comercio;cordoba;3;7;2016-08-18;6890000.0;almacen ropa;microempresarial
9366;masculino;comercio;campo valdes no. 1;3;4;2017-11-09;4200000.0;comidas rapidas;microempresarial
9367;femenino;comercio;doce de octubre no.1;2;6;2017-07-24;7300000.0;tienda;microempresarial
9368;femenino;comercio;manrique central no. 2;2;3;2018-07-16;2000000.0;comidas rapidas;microempresarial
9369;femenino;industria;aranjuez;2;4;2018-01-24;7000000.0;fabrica;microempresarial
9370;femenino;servicio;doce de octubre no.1;2;6;2017-03-06;7000000.0;comidas rapidas;microempresarial
9371;femenino;comercio;villa niza;2;2;2018-08-14;3000000.0;almacen ropa;microempresarial
9372;masculino;comercio;campo valdes no. 1;3;4;2018-03-13;5000000.0;variedades;microempresarial
9373;masculino;comercio;robledo;1;7;2019-03-05;6000000.0;miscelanea;microempresarial
9374;masculino;industria;cabecera san cristobal;2;60;2018-02-21;3000000.0;fabrica;microempresarial
9375;femenino;comercio;picacho;1;6;2017-12-07;14000000.0;sembrados;agropecuaria
9376;femenino;agropecuaria;palmitas;1;50;2018-03-14;7800000.0;criadero animales;microempresarial
9377;masculino;comercio;santa cruz;2;2;2018-05-31;5000000.0;comidas rapidas;microempresarial
9378;femenino;comercio;la america;3;12;2017-02-01;3000000.0;legumbreria;microempresarial
9379;masculino;comercio;playon de los ;3;2;2018-07-04;7800000.0;comidas rapidas;microempresarial
9380;masculino;comercio;santa elena central;2;90;2017-07-25;7377000.0;variedades;microempresarial
9381;femenino;comercio;13 de noviembre;2;8;2019-02-18;6000000.0;granero;microempresarial
9382;masculino;comercio;santo domingo savio ;1;1;2016-03-31;3000000.0;distribuidora;microempresarial
9383;femenino;comercio;santa cruz;2;2;2018-02-28;4000000.0;restaurante;microempresarial
9384;femenino;industria;popular;2;1;2017-08-17;7000000.0;fabrica alimentos;microempresarial
9385;masculino;industria;robledo;2;7;2017-12-05;7000000.0;fabrica;microempresarial
9386;femenino;industria;santo domingo savio ;1;1;2018-07-06;3500000.0;fabrica;microempresarial
9387;femenino;comercio;castilla;3;5;2018-03-23;7800000.0;variedades;microempresarial
9390;femenino;comercio;la pradera;3;13;2017-04-20;7377000.0;comidas rapidas;microempresarial
9391;femenino;industria;buenos aires;1;9;2018-06-05;600000.0;fabrica;microempresarial
9392;femenino;servicio;manrique central no. 1;3;4;2018-01-19;5500000.0;peluqueria;microempresarial
9393;masculino;comercio;aranjuez;2;4;2016-08-25;2000000.0;variedades;microempresarial
9394;femenino;comercio;santa rosa de lima;1;13;2017-05-22;4000000.0;tienda;microempresarial
9395;masculino;comercio;jesus nazareno;3;10;2016-08-22;6890000.0;tienda helados;microempresarial
9396;femenino;comercio;robledo;2;7;2018-11-08;4000000.0;almacen ropa;microempresarial
9398;femenino;industria;doce de octubre no.1;2;6;2016-05-24;6890000.0;fabrica;microempresarial
9399;femenino;comercio;aranjuez;3;4;2019-02-15;5250000.0;almacen ropa;microempresarial
9400;femenino;agropecuaria;buenos aires;3;9;2017-02-06;4400000.0;almacen ropa;credioportuno
9401;femenino;industria;san german;3;7;2016-09-26;4000000.0;fabrica;microempresarial
9402;femenino;comercio;san pablo;2;1;2018-06-14;2000000.0;comidas rapidas;microempresarial
9403;femenino;comercio;belalcazar;2;5;2017-02-23;5000000.0;comidas rapidas;microempresarial
9405;masculino;servicio;vrda. san cristobal ;3;60;2016-02-02;9000000.0;publicidad;empresarial ed
9406;masculino;industria;san javier no.1;2;13;2018-02-21;5000000.0;fabrica;microempresarial
9407;femenino;comercio;guayabal;3;15;2017-06-06;7377000.0;restaurante;microempresarial
9408;femenino;servicio;buenos aires;2;9;2018-04-20;5000000.0;lavadero;microempresarial
9409;femenino;servicio;enciso;1;8;2017-04-18;7000000.0;cafe internet;microempresarial
9410;femenino;industria;la pradera;3;13;2017-10-13;7377000.0;fabrica;microempresarial
9411;femenino;comercio;tricentenario;3;5;2016-11-17;6890000.0;almacen ropa;microempresarial
9412;femenino;comercio;manrique central no. 2;1;3;2016-04-14;5000000.0;papeleria;microempresarial
9413;masculino;industria;granizal;2;1;2018-06-22;780000.0;taller mecanica;microempresarial
9414;femenino;comercio;buenos aires;3;9;2017-09-13;7377000.0;almacen ropa;microempresarial
